,date,title,support,notes,tags,reviews,One Set,Set 1,Set 2,Set 3,Encore,2nd Encore,3rd Encore,Quarter 1,Quarter 2,Quarter 3,Quarter 4,Overtime
0,2004-03-19,"Last Concert Cafe, Houston, TX, USA",,None,"{'1': 'with Mail Package teases', '2': 'with Walletsworth and Pipeline (The Chantays) teases', '3': 'with Stairway to Heaven (Led Zeppelin) and Stranglehold (Ted Nugent) teases and Sludge & Death quote'}",,,,,,,,,,,,,
0,2004-03-20,"The Vibe, Austin, TX, USA",,['South By Southwest Festival showcase'],{},,,,,,,,,,,,,
0,2004-03-22,"Cain's Ballroom, Tulsa, OK, USA",,None,{},,,,,,,,,,,,,
0,2004-03-23,"Dave's On Dickson, Fayetteville, AR, USA",,"[""with (Don't Fear) the Reaper (Blue Öyster Cult) tease before The Fuzz""]","{'1': 'with Bailey the Singing Dog; ended with How Many More Times (Led Zeppelin) jam', '2': ""with Since I've Been Loving You (Led Zeppelin) tease"", '3': '""Jimmy Stewart"" with lyrics', '4': 'with Crazy Train (Ozzy Osbourne) tease', '5': 'debut, Randy Rhoads; while Joel spoke, Jake played Dee', '6': ""with Jesu, Joy of Man's Desiring (J.S. Bach) tease""}",,,,,,,,,,,,,
0,2004-03-25,"Blue Cat's, Knoxville, TN, USA",OM Trio,"[""with It's So Easy (Guns N' Roses) and Funeral March (Frédéric Chopin) teases before Peter Gunn / Every Breath You Take""]","{'1': ""began with Jump (Van Halen) tease from Joel; with Since I've Been Loving You (Led Zeppelin) tease"", '2': ""with Sweet Child o' Mine (Guns N' Roses) tease"", '3': 'with Karl Engelmann', '4': 'debut, Mahavishnu Orchestra; with Brendan on Rhodes', '5': 'with Sludge & Death quotes'}",,,,,,,,,,,,,
0,2004-03-26,"Georgia Theatre, Athens, GA, USA",The Breakfast,None,"{'1': 'with Unchained (Van Halen) tease', '2': 'with Crazy Train (Ozzy Osbourne) jam'}",,,,,,,,,,,,,
0,2004-03-27,"Cat's Cradle, Carrboro, NC, USA",OM Trio,None,"{'1': 'with Mail Package tease', '2': 'with Brian Felix on keys'}",,,,,,,,,,,,,
0,2004-04-01,"The Temple Club, Lansing, MI, USA",OM Trio,None,{'1': 'with California Love (Tupac Shakur) tease'},,,,,,,,,,,,,
0,2004-04-02,"The Egyptian Room, The Murat Centre, Indianapolis, IN, USA",OM Trio,None,"{'1': ""with November Rain (Guns N' Roses) teases""}",,,,,,,,,,,,,
0,2004-04-03,"The Rave Underground, Milwaukee, WI, USA",OM Trio,"['With Pete Novembre on ""head-banging"" during Sludge & Death.']","{'1': ""with Gimme Some Lovin' (The Spencer Davis Group) jam; Phil's Farm tease"", '2': 'with Fletch theme (Harold Faltermeyer) teases', '3': 'with E.T.I. (Blue Öyster Cult) teases', '4': 'Joel solo', '5': 'with Ilya Stemkovsky on vocals'}",,,,,,,,,,,,,
0,2004-04-14,"Cervantes' Masterpiece Ballroom, Denver, CO, USA",,['with Soul Food II teases before Kabump'],"{'1': 'with Bridgeless teases; ended with The Crooked One tease', '2': 'with Push the Pig and Linus and Lucy (Vince Guaraldi) teases', '3': 'began with vocals to the tune of Rosanna (Toto)'}",,,,,,,,,,,,,
0,2004-04-16,"The Club Rio - The Rio Hotel & Casino, Las Vegas, NV, USA",,"['late-night show', 'with Immigrant Song, Stairway to Heaven, and The Rain Song (all Led Zeppelin) teases before Bridgeless', 'with Start Me Up (The Rolling Stones) tease and quote before In the Kitchen']","{'1': 'with Vegas dancers on the side of the stage', '2': 'with Vegas dancers on the side of the stage; with Alfred Howard rapping', '3': ""with Since I've Been Loving You (Led Zeppelin) teases"", '4': 'with Weed Rap verse from Brendan', '5': 'with Immigrant Song (Led Zeppelin) teases and vocals', '6': ""with The Safety Dance (Men Without Hats), Another Brick In the Wall (Pink Floyd), and Sweet Child o' Mine (Guns N' Roses) teases""}",,,,,,,,,,,,,
0,2004-04-19,"McDonald Theatre, Eugene, OR, USA",,None,"{'1': 'with Hangover teases', '2': 'with Wes Cichosz on saxophone'}",,,,,,,,,,,,,
0,2004-04-20,"Crystal Ballroom, Portland, OR, USA",Ashbury Park and Big Island Shindig,None,"{'1': 'with Funkytown (Lipps Inc.) tease', '2': 'with Wes Cichosz on tenor saxophone'}",,,,,,,,,,,,,
0,2004-04-21,"Historic Ashland Armory, Ashland, OR, USA",,None,"{'1': 'debut, The Beatles; instrumental'}",,,,,,,,,,,,,
0,2004-04-22,"The Independent, San Francisco, CA, USA",Sunfire Pleasure,"['with Billie Jean (Michael Jackson) tease before Africa', 'with Muff II: The Revenge tease before Bridgeless', 'with Release Me (Pearl Jam) tease before Roulette']","{'1': 'with The Safety Dance (Men Without Hats) teases', '2': ""with Runnin' with the Devil (Van Halen) tease"", '3': 'one verse'}",,,,,,,,,,,,,
0,2004-04-23,"4th & B, San Diego, CA, USA",,None,{'1': 'with John Staten replacing Kris on drums'},,,,,,,,,,,,,
0,2004-04-24,"House of Blues - Sunset Strip, West Hollywood, CA, USA",,None,{},,,,,,,,,,,,,
0,2004-04-26,"The Orpheum Theatre, Flagstaff, AZ, USA",Addison Groove Project,None,"{'1': 'with Muff II: The Revenge teases', '2': 'with For Those About to Rock (We Salute You) (AC/DC) jam', '3': 'one verse'}",,,,,,,,,,,,,
0,2004-04-27,"The Mason Jar, Phoenix, AZ, USA",,None,"{'1': 'with Soul Food II theme throughout', '2': 'partial, sung by Kris'}",,,,,,,,,,,,,
0,2004-04-29,"The Vibe, Austin, TX, USA",Addison Groove Project,None,{'1': 'with All In Time teases'},,,,,,,,,,,,,
0,2004-04-30,"The Gypsy Tearoom, Dallas, TX, USA",Addison Groove Project,None,{'1': 'with Rob Marscher on keys with Joel'},,,,,,,,,,,,,
0,2004-05-01,"The Granada Theater, Lawrence, KS, USA",,None,"{'1': 'with Boyz-n-the-Hood (Eazy-E) verse from Brendan', '2': 'with Stairway to Heaven (Led Zeppelin) tease', '3': 'with The National Anthem (Radiohead) jam', '4': 'with Sludge & Death quotes'}",,,,,,,,,,,,,
0,2004-05-04,"WGN Studios, Chicago, IL, USA",,"['Umphrey\'s was the ""studio band"" for WGN\'s morning show; portions of Wife Soup, Miss Tinkle\'s Overture, Glory, and In the Kitchen were broadcast live. This setlist is maybe incomplete and possibly out of order.']",{},,,,,,,,,,,,,
0,2004-05-07,"Center for the Performing Arts - Governors State University, University Park, IL, USA",,"[""This show was a benefit for the University's educational outreach in the Arts and Sciences. Jake and Ryan returned to the stage for the encore wearing giant crocodile head-pieces."", 'with Woody Woodpecker theme (George Tibbles and Ramey Idriss) tease after Wife Soup']","{'1': 'with Seven Nation Army (The White Stripes) jam', '2': 'debut, Beethoven (Sonata #8 in C minor); just Joel on a grand piano', '3': 'began with Front Port tease', '4': ""lyrics changed to refer to Jake and Ryan's costumes""}",,,,,,,,,,,,,
0,2004-05-12,"The Mercy Lounge, Nashville, TN, USA",Rob Wasserman,None,{'1': 'with Rob Wasserman'},,,,,,,,,,,,,
0,2004-05-13,"Newby's, Memphis, TN, USA",Rob Wasserman,None,"{'1': 'with Rob Wasserman; with My Name Is Mud (Primus) tease', '2': 'first verse only', '3': 'with Rob Wasserman'}",,,,,,,,,,,,,
0,2004-05-14,"Mississippi Nights, St. Louis, MO, USA",Rob Wasserman,"['last Big Bottom 03.05.2002 (342 shows)', 'with Unskinny Bop (Poison) tease before The Triple Wide']","{'1': 'with Rob Wasserman', '2': 'with Dump City, Flight of the Bumblebee (Nikolai Rimsky-Korsakov), and other teases', '3': 'ended with bass jam with Rob Wasserman'}",,,,,,,,,,,,,
0,2004-05-18,"St. Andrews Hall, Detroit, MI, USA",,"[""with (Don't Fear) the Reaper (Blue Öyster Cult) tease before Hurt Bird Bath""]","{'1': 'with Crazy Train (Ozzy Osbourne) and Walk This Way (Aerosmith) teases', '2': ""with Dann Friedman on saxophone; with Jesu, Joy of Man's Desiring (Bach), Bourrée in E minor (Bach), and Flight of the Bumblebee (Rimsky-Korsakov) teases"", '3': 'with Norwegian Wood (The Beatles) jam'}",,,,,,,,,,,,,
0,2004-05-19,"The Intersection, Grand Rapids, MI, USA",,['with Birthday (The Beatles) tease and vocals before FF'],"{'1': 'with Jake on percussion', '2': 'sung by Jake instead of Brendan; ""Johnny Cash"" version; with Ring of Fire quote and tease', '3': 'one verse', '4': 'sung by Jake instead of Brendan; ""Johnny Cash"" version; with Ring of Fire tease', '5': 'with Desperado (The Eagles) intro'}",,,,,,,,,,,,,
0,2004-05-20,"Bendix Theatre - Century Center, South Bend, IN, USA",Phineas Gage,"['before Jessica, Brendan began playing the opening notes of Slacker; he stopped, and then tried again; at that point, as the rest of the band began playing Jessica, Brendan was informed that he was ""punk\'d""', 'last Jessica 03.23.2002 (332 shows)']","{'1': 'with Thunderstruck (AC/DC) tease', '2': ""with Ain't Talkin' 'bout Love (Van Halen) tease"", '3': 'with Sage Parin on drums; Kris was clapping', '4': 'with Stairway to Heaven (Led Zeppelin) teases', '5': 'with Voodoo Child  (Jimi Hendrix) teases'}",,,,,,,,,,,,,
0,2004-05-27,"Shank Hall, Milwaukee, WI, USA",,"['Tapers Appreciation Night', 'last Late in the Evening 03.17.2001 (493 shows)']","{'1': 'with ""Tapers appreciation"" rap; with a No Ordinary Love (Sade) theme', '2': 'ended with The Fuzz jam', '3': 'remixed; introduced as their attempt at a dance remix', '4': 'with Linus and Lucy (Vince Guaraldi) jam along with March of the Winkies (Wizard of Oz) tease', '5': 'Jake began by singing the lyrics backwards, repeating ""Ognir,"" and then played the song in reverse', '6': 'Right Now (Van Halen) jammed with the Pooh Doggie theme; with Push the Pig tease', '7': '""lounge version""', '8': 'with Right Now (Van Halen) tease; ended with bass solo by Ryan, lasting from when the rest of the band left the stage until they returned for Dough Bro'}",,,,,,,,,,,,,
0,2004-05-28,"""The Big Wu Family Reunion"" Harmony Park Music Garden, Clarks Grove, MN, USA",,"[""with Good Ol' Boys (Waylon Jennings) quote from Jake before Blue Echo""]","{'1': 'with Jeff Austin', '2': 'with Willie Waldman on trumpet', '3': 'with Willie Waldman on trumpet; with Push the Pig tease', '4': 'with Entrance of the Gladiators (Julius Fučík) tease', '5': ""with (Don't Fear) The Reaper (Blue Öyster Cult) tease"", '6': ""with Miss Tinkle's Overture tease""}",,,,,,,,,,,,,
0,2004-05-29,"""Summer Camp Music Festival"" Three Sisters Park, Chillicothe, IL, USA",,None,"{'1': '""Jimmy Stewart"" with lyrics'}",,,,,,,,,,,,,
0,2004-05-30,"""Summer Camp Music Festival"" Three Sisters Park, Chillicothe, IL, USA",,"['late night show', ""with Ridin' the Storm Out (REO Speedwagon) tease and quote before Prowler""]","{'1': 'debut, Stormtroopers of Death', '2': 'with Main Title (The Godfather Waltz) (Nino Rota) tease', '3': 'with Nick Blasky replacing Ryan on bass', '4': '""punk version""', '5': 'with Rob Derhak replacing Ryan and Jim Loughlin sitting in with Andy', '6': 'with Al Schnier replacing Brendan and Vinnie Amico replacing Kris; with 25 or 6 to 4 (Chicago) tease', '7': '""lounge version""', '8': 'with Vinnie Amico and Jake on percussion with Andy'}",,,,,,,,,,,,,
0,2004-06-03,"Piere's Entertainment Center, Fort Wayne, IN, USA",,['with You Really Got Me (Van Halen) tease before E.T.I.'],"{'1': 'began with Unskinny Bob (Poison) jam; with Moby Dick (Led Zeppelin) tease', '2': 'with Tom Sawyer (Rush) teases', '3': 'with Rosanna (Toto) intro'}",,,,,,,,,,,,,
0,2004-06-04,"The Newport Music Hall, Columbus, OH, USA",Ed McGee and Dave Katz from ekoostik hookah,"[""with (Don't Fear) The Reaper (Blue Öyster Cult) tease before Example 1""]","{'1': 'with Paint It Black (The Rolling Stones) tease', '2': 'with Siberian Khatru (Yes) jam', '3': 'with Steve Sweney on guitar', '4': 'with Jake on bass along with Ryan', '5': 'with Another Brick In the Wall Part 1 (Pink Floyd) and Norwegian Wood (The Beatles) jams', '6': ""with No Quarter (Led Zeppelin) and (Don't Fear) The Reaper (Blue Öyster Cult) teases and Lassie Theme (Les Baxter) whistling and tease""}",,,,,,,,,,,,,
0,2004-06-05,"Bell's Brewery, Kalamazoo, MI, USA",,['with YYZ (Rush) tease from Ryan before A Fifth of Beethoven'],"{'1': 'ended with Pick Your Nose jam', '2': 'with Hurt Bird Bath teases', '3': 'with Theme from Close Encounters (John Williams) tease', '4': 'second half only', '5': ""with It's About That Time (Miles Davis) tease from Joel and Sweet Child o' Mine (Guns N' Roses) teases"", '6': 'with Seven Nation Army (The White Stripes) tease', '7': '""lounge version""', '8': 'began with Regulate (Warren G) jam; with Gypsy Queen (Santana) teases', '9': 'unfinished', '10': ""with Theme from Doogie Houser, M.D. (Mike Post) teases, Lookin' At You (Warren G) quote, and The Safety Dance (Men At Work) tease""}",,,,,,,,,,,,,
0,2004-06-06,"Belmont-Sheffield Festival, Chicago, IL, USA",,"['The show was called at 9:30, at the end of Nemo, by the authorities because Umphrey\'s was ""too loud""']","{'1': 'with The Safety Dance (Men Without Hats) tease', '2': 'with My Name is Mud and South Park Theme (both Primus) teases and Wild Side (Mötley Crüe) teases and quotes', '3': 'with Seven Nation Army (The White Stripes) tease', '4': ""with Ain't Talkin' 'bout Love (Van Halen), Stairway to Heaven (Led Zeppelin), and Unchained (Van Halen) teases"", '5': 'with Brendan on Rhodes', '6': 'with Binary Sunset (Star Wars) (John Williams) tease from Joel and I Ran (Flock of Seagulls) tease'}",,,,,,,,,,,,,
0,2004-06-08,"The Vogue Theatre, Indianapolis, IN, USA",,"['Pre Bonnaroo warm up show', ""with Love Bites (Def Leppard) quote from Brendan and (Don't Fear) the Reaper (Blue Öyster Cult) tease after Syncopated Strangers""]","{'1': 'Jake and Brendan on acoustic guitars', '2': 'with Hysteria (Def Leppard) ending; Jake and Brendan on acoustic guitars', '3': 'debut, Bob Seger; Jake and Brendan on acoustic guitars', '4': ""with Jesu, Joy of Man's Desire (J.S. Bach) tease"", '5': 'with Third Stone from the Sun (Jimi Hendrix) and Are You Gonna Go My Way (Lenny Kravitz) teases'}",,,,,,,,,,,,,
0,2004-06-11,"Bonnaroo Music & Arts Festival, Manchester, TN, USA",,"['late night set in The Other Tent', 'with If You Leave Me Now (Chicago) tease before Nothing Too Fancy']","{'1': 'moe. replaced Umphrey\'s one-by-one for a ""set break"": Recreational Chemistry > Brent Black > Enter Sandman; Michael Travis on percussion for Brent Black & Enter Sandman; Vince Iwinski on lead vocals for Enter Sandman', '2': ""with Ain't No Fun (If the Homies Can't Have None) (Snoop Dogg) quote from Brendan"", '3': 'with Norwegian Wood (The Beatles) jam and Will You Be There (Micheal Jackson) and My Name is Mud (Primus) teases'}",2 review(s),,,,,,,,,,,,
0,2004-07-03,"""Summerfest"" Henry Maier Festival Park, Milwaukee, WI, USA",,"['Piggly Wiggly Music Stage', 'the show was cut early due to lightning', 'with Anchor Drops tease after Utopian Fir']","{'1': 'with Plunger intro', '2': ""unfinished; with Sweet Child o' Mine (Guns N' Roses) tease""}",,,,,,,,,,,,,
0,2004-07-04,"Ribfest, Naperville, IL, USA",Somehwere in Between; Catfight played between sets,None,"{'1': 'with The Star Spangled Banner (Francis Scott Key) teases', '2': 'Ryan solo', '3': 'with The Triple Wide tease', '4': 'with James Bond Theme (Monty Norman) tease'}",,,,,,,,,,,,,
0,2004-07-08,"Bogart's, Cincinnati, OH, USA",Theresa Anderson Group,['with Dump City tease from Ryan after Hurt Bird Bath'],"{'1': 'debut, original', '2': 'with Feels So Good (Chuck Mangione) tease', '3': 'with Michael ""Mad Dog"" Mavridoglou on trumpet and Nick Blasky on Ryan\'s bass; with Much Obliged jam', '4': 'with Michael ""Mad Dog"" Mavridoglou on trumpet and Nick Blasky on vocals'}",,,,,,,,,,,,,
0,2004-07-09,"The Odeon, Cleveland, OH, USA",Aranka Fabian,['with Billie Jean (Michael Jackson) tease before Last Man Swerving'],{'1': 'with Hot for Teacher (Van Halen) tease'},1 review(s),,,,,,,,,,,,
0,2004-07-10,"""All Good Music Festival"" Marvin's Mountaintop, Masontown, WV, USA",,"['Other performers included Jazz Mandolin Project, Soulive, Burning Spear, and Medeski Martin & Wood.']","{'1': ""ended with Sweet Child O' Mine (Guns N' Roses) tease""}",,,,,,,,,,,,,
0,2004-07-15,"Chameleon Club, Lancaster, PA, USA",Quagmire Swim Team,None,"{'1': 'debut, original; written by Jake and Karl Engelmann', '2': 'with Eleanor Rigby (The Beatles) jam switching in and out of Nothing Too Fancy'}",,,,,,,,,,,,,
0,2004-07-16,"Rocks Off Boat Cruise, New York, NY, USA",,None,"{'1': 'debut, original'}",,,,,,,,,,,,,
0,2004-07-17,"Theater of Living Arts, Philadelphia, PA, USA",,"['with YYZ (Rush) teases before Prowler', 'with YYZ and The Spirit of Radio (both Rush) teases before August', 'with Runaway (Bon Jovi) quote after I Ran']","{'1': 'with Weed Rap quote from Brendan', '2': 'with Aron Magner on keys with Joel', '3': '""lounge version""', '4': 'began with Eye of the Tiger (Survivor) tease'}",,,,,,,,,,,,,
0,2004-07-18,"The Stone Pony, Asbury Park, NJ, USA",,"[""with The Woody Woodpecker theme (George Tibbles and Ramey Idriss) tease after Andy's Last Beer"", ""with Kat's Tune tease before Partyin' Peeps""]","{'1': 'with Norwegian Wood (The Beatles) jam', '2': ""with Ilya Stemkovsky on percussion (including cowbell); with (Don't Fear) The Reaper (Blue Öyster Cult) jam"", '3': 'with Right Now (Van Halen) tease from Joel'}",,,,,,,,,,,,,
0,2004-07-20,"Marrz Theatre, Wilmington, NC, USA",,None,"{'1': 'with Headphones and Snowcones tease', '2': ""with Phil's Farm tease""}",,,,,,,,,,,,,
0,2004-07-21,"Music Farm, Charleston, SC, USA",Perpetual Groove,['with In Da Club (50 Cent) quote from Brendan after Push the Pig'],"{'1': ""began with Civil War ( Guns N' Roses) tease"", '2': ""with Nuthin' but a 'G' Thang (Dr. Dre) tease"", '3': '""punk version""'}",,,,,,,,,,,,,
0,2004-07-22,"Smilefest, Van Hoy Family Campgrounds, Union Grove, NC, USA",,['main stage'],"{'1': 'with Hot for Teacher (Van Halen) tease', '2': 'began with Slow Ride (Foghat) jam and Stand Up and Shout (Dio) quote'}",,,,,,,,,,,,,
0,2004-07-23,"Smilefest, Van Hoy Family Campgrounds, Union Grove, NC, USA",,"['Homegrown Music Network stage', 'with The Woody Woodpecker theme (George Tibbles and Ramey Idriss) and Waiting Room (Fugazi) teases before Bridgeless']","{'1': 'with Hysteria (Def Leppard) tease', '2': 'with Too High (Stevie Wonder) jam'}",,,,,,,,,,,,,
0,2004-07-24,"Variety Playhouse, Atlanta, GA, USA",Steve Kimock (co-bill),"['with The Woody Woodpecker theme (George Tibbles and Ramey Idriss) tease after Nemo', 'with You Shook Me All Night Long (AC/DC) tease before Soul Food I']","{'1': 'with Karl Engelmann', '2': ""with Rock Lobster (B-52's) tease from Ryan"", '3': 'began with Regulate (Warren G) jam', '4': ""with Jesu, Joy of Man's Desiring (Bach) and Sweet Child o' Mine (Guns N' Roses) teases""}",,,,,,,,,,,,,
0,2004-08-06,"Skyline Stage - Navy Pier, Chicago, IL, USA",Garaj Mahal,"[""with Woody Woodpecker theme tease (George Tibbles and Ramey Idriss) tease after Padgett's Profile""]","{'1': 'with Super Freak (Rick James) theme (Rick James had passed away earlier in the day)', '2': 'with Super Freak (Rick James) teases and quotes', '3': 'with Underworld (Super Mario Brothers) theme (Koji Kondo) tease from Joel', '4': 'with Bron-Yr-Aur (Led Zeppelin) tease', '5': ""with Super Freak (Ricj James), Rosanna (Toto), and Sweet Child o' Mine (Guns N' Roses) teases"", '6': 'with South Park theme (Primus) teases', '7': 'began while the band was off stage', '8': ""began with (Don't Fear) the Reaper (Blue Öyster Cult) tease""}",,,,,,,,,,,,,
0,2004-08-07,"Skyline Stage - Navy Pier, Chicago, IL, USA",,"[""with Rock and Roll Ain't Noise Pollution (AC/DC) tease before Uncommon"", 'with You Really Got Me (Van Halen) tease after Bright Lights Big City', 'with Christmas Time Is Here (Lee Mendelson and Vince Guaraldi) quote before Der Bluten Kat', 'last Mediterranean Sundance 12.13.2001 (402 shows)', 'last No Ordinary Love 03.02.2002 (373 shows)']","{'1': 'Brendan and Jake only, on acoustics', '2': 'with Brendan, Jake, and Ryan on acoustics', '3': 'debut, original; with Brendan, Jake, and Ryan on acoustics', '4': 'with Elliott Peck on vocals and Brendan, Jake, and Ryan on acoustics', '5': 'began with The Safety Dance (Men Without Hats) tease and quote', '6': 'debut, Talking Heads; with Hella Good (No Doubt) and Yeah (Usher) teases', '7': 'debut, original; with Run Like Hell (Pink Floyd) quote', '8': 'with Elliott Peck on vocals'}",,,,,,,,,,,,,
0,2004-08-19,"Mississippi Nights, St. Louis, MO, USA",Buddha's Belly,"[""with You Really Got Me (Van Halen), Cocaine (Eric Clapton), and Ain't Talkin' 'bout Love (Van Halen) teases before Jessica"", ""with (Don't Fear) the Reaper (Blue Öyster Cult) tease before Partyin' Peeps""]","{'1': 'with Robot World tease', '2': 'with Dazed and Confused (Led Zeppelin) and Carol of the Bells (Mykola Leontovych) teases', '3': 'began with You Shook Me All Night Long (AC/DC) tease', '4': 'began with Cocaine (Eric Clapton) tease', '5': 'with Syncopated Strangers tease'}",,,,,,,,,,,,,
0,2004-08-20,"Alivearoo - Simon Estes Riverfront Amphitheater, Des Moines, IA, USA",Floodplane and Heiruspecs,None,{},,,,,,,,,,,,,
0,2004-08-21,"Weesner Family Amphitheater, Minnesota Zoo, Apple Valley, MN, USA",Floodplane and Heiruspecs,['with The Bad Touch (Bloodhound Gang) quote before Plunger'],{'1': 'with Roundabout (Yes) teases'},,,,,,,,,,,,,
0,2004-08-22,"The Chill, New City YMCA, Chicago, IL, USA",,"['other bands performing included Toots and the Maytals, Jazz Mandolin Project, Los Lobos, and Violent Femmes']","{'1': 'with Blue Echo teases', '2': 'with repeated ending due to ""lack of passion""', '3': 'with I Ran (Flock of Seagulls) and Stranglehold (Ted Nugent) teases'}",,,,,,,,,,,,,
0,2004-08-26,"Copper Dragon Brewing Company, Carbondale, IL, USA",,None,"{'1': 'with The Spirit of Radio (Rush) jam', '2': 'ended with Simple Gifts (Joseph Brackett) tease', '3': ""with Baba O'Riley (The Who) teases"", '4': 'debut, The Who; first verse only', '5': 'with Muffburger Sandwich jam'}",,,,,,,,,,,,,
0,2004-08-27,"The Canopy Club, Urbana, IL, USA",,"['with You Really Got Me (Van Halen) tease after Wife Soup', 'with Charge! (Tommy Walker) tease before the start of set II', 'with Hysteria (Def Leppard) tease and quote before Bridgeless', 'with Praise You (Fatboy Slim) tease before Push the Pig', 'last Rondo Alla Turca 09.24.2002 (282 shows)']","{'1': 'with Uninvisible (Medeski Martin and Wood) tease', '2': 'with Jake on acoustic', '3': 'with So Fresh, So Clean (Outkast) tease and  Riding the Storm Out (REO Speedwagon) ending', '4': 'with So Fresh, So Clean (Outkast) tease', '5': ""with I Keep Forgettin' (Michael McDonald) quote from Brendan""}",,,,,,,,,,,,,
0,2004-09-01,"Rosemont Theater, Chicago, IL, USA",,['Supporting the Allman Brothers Band'],{},,,,,,,,,,,,,
0,2004-09-02,"The Temple Club, Lansing, MI, USA",,None,"{'1': ""with Padgett's Profile teases"", '2': 'with Milestones (Miles Davis) jam', '3': 'with Mamu teases', '4': 'one verse only', '5': 'with The Pequod jam'}",,,,,,,,,,,,,
0,2004-09-03,"Mishawaka Brewing Company, Mishawaka, IN, USA",OM Trio,['with Tangerine (Led Zeppelin) tease and singing before Much Obliged'],"{'1': 'with Linus and Lucy (Vince Guaraldi) tease', '2': 'with My Name Is Mud (Primus) tease', '3': 'with All In Time teases', '4': 'with Eruption (Van Halen) teases', '5': 'with Steve Krojniewski on percussion'}",,,,,,,,,,,,,
0,2004-09-04,"The Barrymore Theatre, Madison, WI, USA",OM Trio,None,"{'1': 'with Norwegian Wood (The Beatles) jam', '2': 'Joel vocal solo', '3': 'Part III only'}",,,,,,,,,,,,,
0,2004-09-07,"Third Base Field House - University of Iowa, Iowa City, IA, USA",,None,"{'1': 'with Push the Pig jam', '2': 'with Freedom (Rage Against the Machine) teases; with Kris on vocals', '3': 'with Thunderstruck (AC/DC) jam', '4': 'with drums/bass/vocal jam'}",,,,,,,,,,,,,
0,2004-09-08,"The Granada Theater, Lawrence, KS, USA",,None,"{'1': ""with Unchained and Ain't Talkin' 'bout Love (both Van Halen) teases"", '2': 'with Stairway to Heaven (Led Zeppelin) tease', '3': 'with Crazy Train (Ozzy Osbourne) jam', '4': 'started with Hysteria (Def Leppard) tease'}",,,,,,,,,,,,,
0,2004-09-09,"Gypsy Tea Room, Deep Ellum, TX, USA",,"['with Seek & Destroy (Metallica) tease before FF', 'with The Woody Woodpecker theme (George Tibbles and Ramey Idriss) tease before 2nd Self', 'with Start Me Up (The Rolling Stones) tease and quote before The Fussy Dutchman']","{'1': 'with The Spirit of Radio (Rush) and Glory teases', '2': 'with Bridgeless tease', '3': '""lounge version""'}",,,,,,,,,,,,,
0,2004-09-10,"Stubb's BBQ, Austin, TX, USA",Theresa Anderson Group,['with The Star-Spangled Banner (Francis Scott Key) tease before Hey Nineteen'],"{'1': 'with Another One Bites the Dust (Queen) jam', '2': 'with drums', '3': 'with The Woody Woodpecker theme (George Tibbles and Ramey Idriss) tease', '4': 'with Divisions jam, middle section only', '5': 'Brendan, Jake, and Joel took their guitars and a keyboard and walked them around banging them on the stage'}",,,,,,,,,,,,,
0,2004-09-11,"Last Concert Cafe, Houston, TX, USA",Theresa Anderson Group,"['with 10th Grade tease before Bad Poker', 'with 10th Grade and Front Porch teases before Syncopated Strangers', 'with The Woody Woodpecker theme (George Tibbles and Ramey Idriss) tease from Jake before All In Time']","{'1': 'began with For Those About to Rock (We Salute You) (AC/DC) tease', '2': 'with Theresa Anderson on violin', '3': 'with Born Under a Bad Sign (Booker T. Jones and William Bell) tease', '4': 'with L.A. Woman (The Doors) tease', '5': 'Joel solo'}",,,,,,,,,,,,,
0,2004-09-13,"Exit/In, Nashville, TN, USA",,None,"{'1': 'with Damage Inc. (Metallica) tease', '2': ""with (Don't Fear) the Reaper (Blue Öyster Cult) tease"", '3': 'with Front Port teases', '4': 'ended with Tennessee Jed (The Grateful Dead) tease', '5': ""with Sweet Child o' Mine (Guns N' Roses) tease"", '6': 'with Front Port tease in the intro; Hurt Bird Bath and Imperial March (John Williams) teases later'}",,,,,,,,,,,,,
0,2004-09-14,"The Library, Oxford, MS, USA",,None,{'1': 'with Miles Beyond (Mahavishnu Orchestra) jam'},,,,,,,,,,,,,
0,2004-09-15,"George's Majestic Lounge, Fayetteville, AR, USA",,"[""The show was followed by a collaboration between Ekcobase and Umphrey's""]",{},,,,,,,,,,,,,
0,2004-09-16,"Ron's Dixon Alternative, Fayetteville, AR, USA",,"['originally scheduled to play at WorkPlay Theatre in Birmingham, AL; rescheduled due to Hurricane Ivan']","{'1': 'debut, original', '2': 'with Bailey the Singing Dog', '3': 'with Kris on vocals, Jake on drums, and Jeff Gray on trumpet'}",,,,,,,,,,,,,
0,2004-09-17,"Blue Ridge HarvestFest, LaFayette, GA, USA",,"[""Umphrey's McGee's late night set was cancelled.""]",{},,,,,,,,,,,,,
0,2004-09-29,"The Aggie Theatre, Fort Collins, CO, USA",Lotus,None,{},,,,,,,,,,,,,
0,2004-09-30,"Twist & Shout, Denver, CO, USA",,"['free in-store performance', 'with La Grange (ZZ Top) tease before In The Kitchen', 'with Get In The Van teases after In The Kitchen']",{},,,,,,,,,,,,,
